,CUSTOMER_ID,COLLEGE,DATA,INCOME,OVERCHARGE,LEFTOVER,HOUSE,LESSTHAN600k,CHILD,JOB_CLASS,REVENUE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,TIME_CLIENT,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURNED,CHURN_PROBABILITY
0,C100002,0,0.00023138648620986245,0.13146367830567215,0.00021692483082174602,0.00018800152004551322,0.9913204458756808,2.8923310776232805e-06,8.676993232869841e-06,2.8923310776232805e-06,0.0004309573305658688,0.0008676993232869841,8.676993232869841e-06,6.363128370771218e-06,5.784662155246561e-06,5.784662155246561e-06,5.784662155246561e-06,1,1,0.4081586
1,C100003,1,0.002443429890253784,0.18526145315891693,0.0004096338345425461,0.0,0.9826842601452652,4.551487050472734e-06,4.551487050472734e-06,4.551487050472734e-06,0.0008010617208832012,0.00174777102738153,1.8205948201890936e-05,1.0923568921134561e-05,5.916933165614554e-05,9.102974100945468e-06,1.3654461151418203e-05,0,0,0.53258586
2,C100004,1,0.0007465780867636052,0.10347909199834006,0.00015130649225075733,0.0,0.9946306852517668,2.909740235591487e-06,5.819480471182974e-06,8.729220706774461e-06,0.0003608077892133444,0.0010795136274044416,1.4548701177957436e-05,6.69240254186042e-06,3.4916882827097846e-05,8.729220706774461e-06,0.0,1,1,0.31247866
3,C100005,1,0.0017572053123171814,0.2487920314244507,0.0,3.0123519639723117e-05,0.9685539960961075,3.7654399549653896e-06,1.1296319864896168e-05,3.7654399549653896e-06,0.0010505577474353438,0.0012200025454087863,3.7654399549653896e-06,1.054323187390309e-05,1.8827199774826948e-05,1.1296319864896168e-05,1.5061759819861558e-05,0,1,0.1124776
4,C100007,1,0.00018724009229029718,0.027338925875306293,0.0,0.0,0.9996261703139012,0.0,1.2482672819353145e-06,3.7448018458059437e-06,0.00015977821208772026,0.00020471583423739158,1.2482672819353145e-06,1.8724009229029719e-06,1.4979207383223775e-05,0.0,3.7448018458059437e-06,4,1,0.05784297
5,C100009,1,0.0007547896153902644,0.02019411660805712,0.0,0.0,0.9997957223044913,0.0,4.193275641057025e-06,5.591034188076033e-06,0.0003033136047031248,0.0002222436089760223,0.0,2.515965384634215e-06,1.2579826923171074e-05,1.3977585470190083e-06,1.3977585470190083e-06,1,1,0.13225698
6,C100019,0,0.0010164921100330848,0.05234292371653525,0.0,7.418609083750234e-05,0.9986282420249737,4.636630677343896e-06,9.273261354687792e-06,1.390989203203169e-05,0.0004914828517984531,0.0007557708004070551,4.636630677343896e-06,1.34462289642973e-05,1.8546522709375585e-05,1.390989203203169e-05,4.636630677343896e-06,1,1,0.09442848
7,C100032,0,0.0003627729999133452,0.11811997709078496,0.0008029980353081898,6.203418298518204e-05,0.9929983987613048,3.4463434991767803e-06,1.033903049753034e-05,3.4463434991767803e-06,0.0005962174253575829,0.0008443541572983112,4.135612199012136e-05,6.2034182985182045e-06,2.067806099506068e-05,6.892686998353561e-06,6.892686998353561e-06,1,1,0.37731153
8,C100033,0,0.002759614117698103,0.05257940962188759,0.0,0.0,0.9986123620576869,4.380339869362068e-06,8.760679738724137e-06,1.3141019608086205e-05,0.0006263886013187758,0.0008629269542643275,4.380339869362068e-06,4.818373856298275e-06,5.256407843234482e-05,1.3141019608086205e-05,1.7521359477448273e-05,0,0,0.52912855
9,C100034,1,0.000422997830286657,0.09778957504372213,0.00011849982074173347,0.0001088917271680794,0.9952063323590881,3.2026978578846882e-06,1.2810791431538753e-05,9.608093573654064e-06,0.0005028235636878961,0.001047282199528293,1.2810791431538753e-05,3.5229676436731574e-06,3.2026978578846882e-06,6.4053957157693765e-06,9.608093573654064e-06,1,0,0.5145006
10,C100035,0,0.0019406460258752074,0.09320728797676034,0.000149429743992391,2.328775231050249e-05,0.9956445622832235,1.9406460258752075e-06,1.9406460258752075e-06,1.9406460258752075e-06,0.00024258075323440093,0.0006772854630304474,9.703230129376037e-06,7.5685195009133095e-06,1.552516820700166e-05,7.76258410350083e-06,7.76258410350083e-06,0,0,0.5231228
11,C100039,0,0.00020369984273023908,0.07356061873602107,0.00026457745041619663,8.780736345690369e-05,0.9972906162225115,0.0,3.4660801364567245e-06,3.4660801364567245e-06,0.00021489696846031692,0.00030963649219013404,2.888400113713937e-05,6.238944245622105e-06,1.1553600454855748e-06,1.1553600454855748e-06,2.3107200909711495e-06,1,1,0.20018917
12,C100040,1,0.0025123141561387645,0.23359442408253103,0.00036570555629359064,0.0,0.9723284955106558,5.898476714412753e-06,5.898476714412753e-06,2.359390685765101e-05,0.00104992885516547,0.0018403247348967788,2.359390685765101e-05,1.356649644314933e-05,7.078172057295303e-05,1.7695430143238257e-05,2.359390685765101e-05,3,1,0.27510822
13,C100042,0,0.001274498592814974,0.049726474346565436,0.00016701241976679556,6.484011590946181e-05,0.9987619738935611,1.9648519972564183e-06,1.9648519972564183e-06,1.9648519972564183e-06,0.00023185253567625737,0.00029472779958846277,7.859407989025673e-06,5.894555991769255e-06,1.9648519972564183e-06,7.859407989025673e-06,3.929703994512837e-06,0,0,0.5078809
14,C100046,1,0.0016836231610533833,0.31300921218003097,0.0009415833628105788,0.0,0.9497408592257119,4.339093837836769e-06,1.3017281513510307e-05,4.339093837836769e-06,0.00045126575913502395,0.0036882297621612537,6.074731372971477e-05,9.112097059457216e-06,3.471275070269415e-05,1.7356375351347075e-05,8.678187675673537e-06,4,0,0.6896988
15,C100047,1,0.0006373960195397301,0.23989697358604206,0.0006667587295065271,9.390968021218691e-05,0.9707960146774928,4.695484010609346e-06,1.4086452031828036e-05,1.8781936042437383e-05,0.0007184090536232298,0.0017748929560103327,0.00010799613224401495,1.4086452031828036e-05,2.817290406365607e-05,1.8781936042437383e-05,1.8781936042437383e-05,1,1,0.40660292
